population,year,individual,sex,species,std.length,photo.id,std.length.raw,depth.spine.1,depth.spine.2,spine.length.1,spine.length.2,spine.length.3,spine.length.pelvic,lndmrk.x1,lndmrk.x2,lndmrk.x3,lndmrk.x4,lndmrk.x5,lndmrk.x6,lndmrk.x7,lndmrk.x8,lndmrk.x9,lndmrk.x10,lndmrk.x11,lndmrk.x12,lndmrk.x13,lndmrk.x14,lndmrk.x15,lndmrk.x16,lndmrk.x17,lndmrk.x18,lndmrk.x19,lndmrk.y1,lndmrk.y2,lndmrk.y3,lndmrk.y4,lndmrk.y5,lndmrk.y6,lndmrk.y7,lndmrk.y8,lndmrk.y9,lndmrk.y10,lndmrk.y11,lndmrk.y12,lndmrk.y13,lndmrk.y14,lndmrk.y15,lndmrk.y16,lndmrk.y17,lndmrk.y18,lndmrk.y19,correction,std.length,depth.1,depth.2,spine.1,spine.2,spine.3,spine.pelvic,x.1,y.1,x.2,y.2,x.3,y.3,x.4,y.4,x.5,y.5,x.6,y.6,x.7,y.7,x.8,y.8,x.9,y.9,x.10,y.10,x.11,y.11,x.12,y.12,x.13,y.13,x.14,y.14,x.15,y.15,x.16,y.16,x.17,y.17,x.18,y.18,x.19,y.19,notes
CL,2014,51,,W,3.49,5309,1486.212,339.013,318.057,165.952,157.493,54.332,246.293,1306,1448,1582,1866,2026,2262,2598,2736,2784,2732,2600,2342,1974,1842,1660,1412,1444,1594,1864,1501,1423,1381,1319,1331,1335,1403,1409,1429,1465,1491,1601,1655,1643,1645,1601,1481,1469,1487,426.011,3.49,0.8,0.75,0.389548627,0.37,0.127536613,0.578137654,3.06564854,3.523383199,3.398973266,3.340289335,3.713519134,3.241700332,4.380168587,3.096164184,4.755745744,3.12433247,5.309722049,3.133721899,6.098434078,3.293342191,6.422369375,3.307426334,6.535042522,3.354373479,6.412979947,3.438878339,6.103128792,3.499909627,5.497510628,3.758118922,4.633683168,3.884876212,4.323832014,3.856707925,3.896612998,3.86140264,3.314468406,3.758118922,3.389583837,3.476436054,3.741687421,3.448267768,4.375473873,3.490520198,
CL,2014,52,,W,4,8,1572.003,348.013,366.012,141.223,201.693,36.497,278.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.011,4,0.89,0.93,0.359335998,0.513,0.092865085,0.709697693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
CL,2014,54,,W,4.27,5312,1807.684,438.092,456.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.096,4.27,1.04,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
CL,2014,55,,W,3.87,5313,1647.011,396.011,402.011,150,216.333,73.239,240,1052,1160,1312,1630,1818,2142,2488,2640,2692,2640,2532,2286,1772,1626,1362,1142,1164,1306,1604,1509,1443,1391,1311,1311,1327,1431,1471,1497,1521,1527,1631,1715,1701,1659,1617,1493,1481,1501,426.042,3.87,0.93,0.94,0.352077964,0.508,0.171905587,0.563324743,2.469240122,3.541904319,2.722736256,3.386990015,3.079508593,3.264936321,3.825913877,3.077161407,4.267184925,3.077161407,5.027673328,3.114716389,5.839799832,3.358823778,6.196572169,3.452711235,6.318625863,3.513738082,6.196572169,3.570070556,5.943076035,3.584153675,5.365668174,3.828261063,4.15921435,4.025424723,3.816525131,3.992564113,3.196867914,3.893982283,2.6804869,3.795400453,2.732125002,3.504349336,3.065425474,3.476183099,3.76488703,3.523126828,
CL,2014,56,,W,3.36,5314,1423.025,321.056,312.058,162.444,176.465,0,228.316,1526,1626,1756,2034,2196,2456,2760,2896,2938,2894,2788,2570,2162,2014,1812,1604,1632,1760,2018,1467,1409,1365,1285,1275,1283,1373,1395,1415,1447,1445,1527,1619,1605,1583,1553,1463,1469,1465,423.011,3.36,0.76,0.74,0.384018383,0.417,0,0.539740101,3.607471201,3.467994922,3.843871672,3.330882648,4.151192286,3.226866441,4.808385598,3.037746063,5.191354362,3.014106016,5.805995589,3.033018054,6.524653023,3.245778479,6.846157665,3.297786582,6.945445863,3.345066677,6.841429655,3.420714828,6.590845155,3.415986818,6.075492127,3.609835205,5.110978202,3.827323639,4.761105503,3.794227573,4.28357655,3.742219469,3.791863569,3.671299328,3.858055701,3.458538903,4.160648305,3.472722932,4.770561522,3.463266913,
CL,2014,57,,W,3.85,5315,1638.099,399.552,411.536,126.57,193.215,64.9,204.353,1268,1388,1534,1834,2056,2348,2706,2838,2890,2828,2704,2476,2008,1832,1604,1346,1386,1544,1834,1463,1403,1349,1259,1239,1247,1375,1407,1445,1473,1469,1563,1661,1657,1629,1573,1463,1459,1469,426,3.85,0.94,0.97,0.297112676,0.454,0.152347418,0.479701878,2.976525822,3.4342723,3.258215962,3.29342723,3.600938967,3.166666667,4.305164319,2.955399061,4.82629108,2.908450704,5.511737089,2.927230047,6.352112676,3.227699531,6.661971831,3.302816901,6.784037559,3.392018779,6.638497653,3.457746479,6.34741784,3.448356808,5.812206573,3.669014085,4.713615023,3.899061033,4.300469484,3.889671362,3.765258216,3.823943662,3.159624413,3.692488263,3.253521127,3.4342723,3.624413146,3.424882629,4.305164319,3.448356808,not in renamed photos folder
CL,2014,58,,W,5.13,5316,2169.49,511.067,519.555,150,174.929,0,233.692,1243,1387,1561,1947,2231,2639,3193,3319,3395,3329,3181,2817,2161,1951,1645,1371,1395,1565,1971,1620,1532,1450,1346,1318,1316,1438,1460,1504,1550,1576,1732,1856,1846,1792,1742,1604,1608,1614,423.011,5.13,1.21,1.23,0.354600708,0.414,0,0.552448991,2.938457865,3.829687644,3.278874545,3.621655229,3.690211366,3.427806842,4.602717187,3.181950351,5.274094527,3.115758219,6.238608452,3.11103021,7.548267066,3.399438785,7.846131661,3.451446889,8.025796019,3.555463097,7.869771708,3.664207314,7.51989901,3.725671436,6.659401292,4.094456173,5.108614197,4.387592758,4.612173206,4.36395271,3.888787762,4.236296456,3.241050469,4.11809622,3.297786582,3.791863569,3.699667385,3.801319587,4.6594533,3.815503616,
CL,2014,59,,W,3.82,5318,1627.463,357.453,354.813,222.081,238.948,68.411,373.208,1403,1533,1689,1959,2143,2439,2819,2947,2997,2949,2825,2565,2095,1955,1791,1503,1535,1693,1971,1490,1394,1326,1246,1230,1246,1362,1396,1432,1444,1448,1530,1610,1610,1600,1592,1472,1464,1446,426.011,3.82,0.84,0.83,0.521303441,0.561,0.160585055,0.876052496,3.293342191,3.49756227,3.59849863,3.272215976,3.964686358,3.112595684,4.598472809,2.924807106,5.030386539,2.88724939,5.725204279,2.924807106,6.617200025,3.197100544,6.917661751,3.27691069,7.035029612,3.36141555,6.922356465,3.389583837,6.631284169,3.398973266,6.020971289,3.591456559,4.917713392,3.779245137,4.58908338,3.779245137,4.204116795,3.755771565,3.528077913,3.736992707,3.603193345,3.455309839,3.974075787,3.436530982,4.626641096,3.394278551,
CL,2014,6,,W,3.68,5241,1491.679,342.013,351.051,126.143,153.675,46.861,228.316,1527,1655,1789,2075,2247,2491,2841,2955,2999,2959,2861,2567,2193,2075,1881,1625,1659,1805,2061,1322,1240,1190,1122,1116,1124,1222,1250,1278,1304,1314,1398,1468,1460,1456,1418,1314,1308,1314,405.011,3.68,0.84,0.87,0.311455738,0.379,0.11570303,0.563727899,3.770267968,3.264108876,4.086308767,3.061645239,4.417163978,2.938191802,5.123317638,2.770295128,5.547997462,2.755480715,6.150450235,2.775233265,7.014624294,3.017202002,7.296098131,3.086335927,7.404737155,3.155469851,7.305974406,3.219665639,7.064005669,3.244356326,6.338099459,3.4517581,5.41466775,3.624592912,5.123317638,3.604840362,4.644318302,3.594964087,4.012236705,3.501139475,4.096185042,3.244356326,4.456669078,3.229541914,5.088750676,3.244356326,
CL,2014,60,,W,4.25,5319,1812.122,384.187,384.948,150.479,185.321,0,220.617,1315,1469,1635,1999,2211,2511,2923,3067,3113,3045,2907,2555,2117,1959,1715,1433,1475,1641,1969,1452,1374,1310,1236,1238,1286,1418,1438,1480,1512,1530,1610,1644,1622,1610,1578,1426,1422,1440,426.011,4.25,0.9,0.9,0.353227968,0.435,0,0.51786691,3.086774755,3.408362695,3.448267768,3.225268831,3.837929068,3.075037969,4.692367099,2.901333534,5.190006831,2.906028248,5.894213999,3.018701395,6.861325177,3.328552549,7.199344618,3.375499694,7.30732305,3.474088697,7.147702759,3.549204129,6.823767461,3.591456559,5.997497717,3.779245137,4.969355251,3.859055283,4.598472809,3.807413424,4.025717646,3.779245137,3.363762908,3.704129706,3.462351911,3.347331407,3.852013211,3.337941978,4.621946382,3.380194408,
CL,2014,61,,W,3.6,5322,1524.357,354.051,345.117,170.552,173.066,68.411,258.07,1419,1553,1705,1989,2153,2411,2789,2897,2923,2887,2811,2491,2123,1967,1763,1529,1561,1719,1987,1442,1368,1328,1256,1256,1272,1374,1370,1404,1436,1466,1566,1614,1610,1592,1546,1432,1426,1442,423,3.6,0.84,0.82,0.403196218,0.409,0.161728132,0.610094563,3.354609929,3.408983452,3.671394799,3.234042553,4.030732861,3.139479905,4.70212766,2.969267139,5.089834515,2.969267139,5.699763593,3.007092199,6.593380615,3.24822695,6.848699764,3.238770686,6.910165485,3.319148936,6.825059102,3.394799054,6.645390071,3.46572104,5.888888889,3.70212766,5.01891253,3.815602837,4.650118203,3.806146572,4.1678487,3.763593381,3.61465721,3.654846336,3.690307329,3.38534279,4.063829787,3.371158392,4.697399527,3.408983452,
CL,2014,62,,W,3.72,5323,1584.23,369.012,345,152.735,176.465,30,234.077,1325,1481,1655,1925,2115,2377,2711,2845,2901,2835,2719,2417,2067,1905,1675,1439,1485,1653,1941,1372,1284,1216,1168,1180,1204,1294,1318,1352,1378,1392,1488,1532,1536,1514,1482,1336,1330,1340,426,3.72,0.87,0.81,0.358532864,0.414,0.070422535,0.549476526,3.110328638,3.220657277,3.476525822,3.014084507,3.884976526,2.854460094,4.518779343,2.741784038,4.964788732,2.769953052,5.579812207,2.82629108,6.363849765,3.037558685,6.678403756,3.093896714,6.809859155,3.17370892,6.654929577,3.234741784,6.382629108,3.267605634,5.67370892,3.492957746,4.852112676,3.596244131,4.471830986,3.605633803,3.931924883,3.55399061,3.377934272,3.478873239,3.485915493,3.136150235,3.88028169,3.122065728,4.556338028,3.145539906,
CL,2014,63,,W,3.49,5324,1477.612,315.057,327.124,168,212.047,26.833,234.077,1427,1525,1657,1935,2111,2369,2735,2815,2889,2847,2723,2493,2055,1915,1713,1507,1525,1657,1927,1460,1390,1340,1262,1258,1266,1350,1372,1388,1412,1424,1500,1590,1584,1566,1540,1438,1428,1426,423,3.49,0.74,0.77,0.397163121,0.501,0.063434988,0.553373523,3.373522459,3.451536643,3.605200946,3.286052009,3.917257683,3.1678487,4.574468085,2.983451537,4.990543735,2.973995272,5.600472813,2.992907801,6.46572104,3.191489362,6.654846336,3.243498818,6.829787234,3.281323877,6.730496454,3.338061466,6.437352246,3.36643026,5.893617021,3.546099291,4.858156028,3.758865248,4.527186761,3.744680851,4.04964539,3.70212766,3.562647754,3.640661939,3.605200946,3.399527187,3.917257683,3.375886525,4.555555556,3.371158392,
CL,2014,64,,W,5.82,5325,2478.726,597,618.007,144.499,184.835,51.614,252.286,869,1057,1261,1727,2013,2467,3087,3253,3339,3257,3111,2685,1915,1683,1307,989,1065,1263,1713,1408,1322,1262,1162,1158,1164,1296,1304,1346,1410,1446,1656,1778,1742,1664,1574,1404,1408,1474,426.011,5.82,1.4,1.45,0.339190772,0.434,0.121156496,0.592205366,2.039853431,3.305078977,2.48115659,3.103206255,2.960017464,2.962364822,4.053885933,2.727629099,4.7252301,2.71823967,5.790930281,2.732323813,7.246291762,3.042174967,7.635953062,3.060953825,7.837825784,3.159542829,7.645342491,3.309773691,7.302628336,3.394278551,6.302654157,3.887223569,4.495189091,4.173601151,3.950602214,4.089096291,3.067995897,3.906002427,2.321536298,3.694740277,2.499935448,3.295689548,2.964712179,3.305078977,4.021022931,3.460004554,
CL,2014,65,,W,3.7,5327,1575.183,366.012,363.012,224.018,280.528,12,313.209,1243,1399,1563,1829,2011,2261,2631,2757,2811,2751,2637,2359,1981,1799,1603,1353,1409,1555,1857,1520,1438,1388,1332,1324,1338,1440,1464,1494,1526,1534,1650,1692,1686,1682,1634,1518,1506,1518,426.011,3.7,0.86,0.85,0.525850272,0.658,0.028168287,0.73521341,2.917765034,3.567982986,3.283952762,3.375499694,3.668919347,3.258131832,4.29331637,3.126679828,4.720535385,3.10790097,5.307374692,3.140763971,6.175896867,3.380194408,6.471663877,3.436530982,6.598421168,3.506951698,6.457579734,3.58206713,6.18998101,3.600845988,5.537415701,3.873139426,4.650114668,3.97172843,4.222895653,3.957644286,3.762813636,3.948254857,3.175974329,3.83558171,3.307426334,3.563288272,3.650140489,3.535119985,4.359042372,3.563288272,
CL,2014,7,,W,4.25,5242,1735.621,429.01,468,186.869,208.279,51.264,294.245,1119,1251,1413,1727,1935,2241,2643,2791,2833,2791,2665,2419,1879,1707,1489,1209,1255,1413,1729,1344,1264,1204,1126,1126,1144,1246,1246,1280,1318,1348,1480,1584,1552,1506,1452,1328,1328,1352,408,4.25,1.05,1.15,0.458012255,0.51,0.125647059,0.721188726,2.742647059,3.294117647,3.066176471,3.098039216,3.463235294,2.950980392,4.232843137,2.759803922,4.742647059,2.759803922,5.492647059,2.803921569,6.477941176,3.053921569,6.840686275,3.053921569,6.943627451,3.137254902,6.840686275,3.230392157,6.531862745,3.303921569,5.928921569,3.62745098,4.605392157,3.882352941,4.183823529,3.803921569,3.649509804,3.691176471,2.963235294,3.558823529,3.075980392,3.254901961,3.463235294,3.254901961,4.237745098,3.31372549,
CL,2014,8,,W,5.38,5243,2193.993,486.037,507.036,230.903,263.591,80.722,372,1239,1407,1589,1997,2251,2639,3199,3347,3411,3351,3185,2825,2169,1959,1651,1355,1421,1599,2011,1482,1386,1324,1244,1218,1214,1350,1374,1414,1456,1484,1620,1728,1720,1662,1610,1448,1444,1462,408,5.38,1.19,1.24,0.565938726,0.646,0.197848039,0.911764706,3.036764706,3.632352941,3.448529412,3.397058824,3.894607843,3.245098039,4.894607843,3.049019608,5.517156863,2.985294118,6.468137255,2.975490196,7.840686275,3.308823529,8.203431373,3.367647059,8.360294118,3.465686275,8.213235294,3.568627451,7.806372549,3.637254902,6.924019608,3.970588235,5.316176471,4.235294118,4.801470588,4.215686275,4.046568627,4.073529412,3.321078431,3.946078431,3.482843137,3.549019608,3.919117647,3.539215686,4.928921569,3.583333333,
CL,2014,9,,W,5.49,5244,2223.81,495.009,507,246,263.591,84.853,402.179,1041,1189,1363,1765,2055,2459,3013,3195,3241,3165,3017,2619,1947,1729,1421,1139,1197,1365,1763,1464,1372,1300,1180,1172,1212,1424,1482,1534,1558,1560,1644,1672,1668,1620,1574,1436,1432,1432,405.011,5.49,1.22,1.25,0.60739091,0.651,0.20950789,0.993007597,2.57030056,3.614716637,2.935722733,3.387562313,3.365340694,3.209789364,4.357906328,2.913501115,5.073936263,2.893748565,6.071440035,2.992511315,7.439304118,3.515953888,7.888674629,3.659159875,8.002251791,3.787551449,7.814602566,3.846809099,7.449180393,3.851747236,6.466491034,4.059149011,4.807276839,4.128282936,4.269019854,4.118406661,3.508546681,3.999891361,2.812269296,3.886314199,2.955475283,3.545582713,3.370278832,3.535706438,4.352968191,3.535706438,
CPN,2014,1,,C,5.83,5100,2361.551,552.033,567.127,253.211,265.224,85.276,372.048,874,1072,1243,1672,1945,2380,2971,3145,3220,3127,2983,2566,1843,1615,1297,1000,1072,1249,1669,1328,1238,1178,1100,1097,1112,1289,1346,1403,1436,1424,1547,1664,1631,1553,1478,1313,1310,1349,405.011,5.83,1.36,1.4,0.625195365,0.655,0.210552306,0.918612087,2.15796608,3.278923289,2.646841691,3.056707102,3.069052445,2.908562977,4.128282936,2.715975615,4.802338702,2.708568409,5.876383604,2.74560444,7.335603231,3.182629608,7.765221192,3.323366526,7.950401347,3.464103444,7.720777954,3.545582713,7.365232055,3.515953888,6.33563039,3.819649343,4.55049369,4.108530386,3.987546017,4.027051117,3.202382158,3.834463755,2.469068741,3.6492836,2.646841691,3.241887257,3.083866858,3.234480051,4.120875729,3.330773732,
CPN,2014,10,,C,5.17,5113,2155.305,519.009,492.082,212.132,248.403,67.882,241.868,1100,1289,1470,1958,2258,2671,3288,3517,3605,3539,3341,2896,2161,1914,1567,1241,1280,1470,1941,1452,1368,1307,1214,1206,1245,1364,1351,1386,1452,1505,1685,1791,1787,1690,1615,1452,1452,1492,417,5.17,1.24,1.18,0.508709832,0.596,0.162786571,0.580019185,2.637889688,3.482014388,3.091127098,3.28057554,3.525179856,3.134292566,4.695443645,2.911270983,5.414868106,2.892086331,6.405275779,2.985611511,7.884892086,3.270983213,8.434052758,3.239808153,8.645083933,3.323741007,8.486810552,3.482014388,8.011990408,3.60911271,6.944844125,4.040767386,5.182254197,4.294964029,4.589928058,4.285371703,3.757793765,4.052757794,2.976019185,3.872901679,3.069544365,3.482014388,3.525179856,3.482014388,4.654676259,3.57793765,
CPN,2014,11,,C,5.14,5114,2145.68,477.009,480.459,251.213,224.66,81.609,324.222,976,1200,1412,1880,2116,2460,2948,3116,3188,3136,2960,2556,2008,1836,1480,1120,1208,1404,1848,1480,1344,1276,1208,1228,1256,1404,1428,1468,1512,1556,1676,1728,1728,1684,1620,1436,1440,1472,417.173,5.14,1.14,1.15,0.602179432,0.539,0.195623878,0.777188361,2.33955697,3.547688849,2.876504472,3.221685008,3.384686928,3.058683088,4.506523672,2.895681168,5.072236219,2.943622909,5.896834167,3.010741347,7.066612652,3.365510232,7.469323278,3.423040321,7.641913547,3.518923804,7.51726502,3.624395634,7.095377697,3.729867465,6.126954525,4.017517912,4.813350816,4.142166439,4.401051842,4.142166439,3.547688849,4.036694609,2.684737507,3.883281037,2.895681168,3.442217018,3.365510232,3.451805366,4.429816887,3.528512152,
CPN,2014,12,,C,5.06,5115,2109.105,546.074,537.075,226.416,212.302,110.635,330.872,1138,1321,1483,1879,2122,2446,2953,3073,3157,3088,2944,2530,2032,1825,1564,1276,1324,1492,1852,1423,1321,1261,1189,1210,1237,1357,1354,1384,1438,1483,1615,1669,1660,1615,1558,1393,1402,1450,417.011,5.06,1.31,1.29,0.542949706,0.509,0.265304752,0.793437104,2.7289448,3.412380009,3.167782145,3.167782145,3.556261106,3.023901048,4.505876344,2.851243732,5.088594785,2.901602116,5.865552707,2.96634861,7.081347974,3.254110803,7.369110167,3.246916748,7.570543703,3.318857296,7.405080442,3.448350283,7.05976581,3.556261106,6.066986243,3.872799518,4.87277314,4.002292505,4.376383357,3.980710341,3.750500586,3.872799518,3.059871322,3.736112477,3.1749762,3.340439461,3.57784327,3.362021625,4.44112985,3.477126503,
CPN,2014,13,,C,5.06,5116,2097.105,495.445,450.04,208.019,213.654,104.957,263.044,862,1030,1198,1597,1843,2227,2764,2908,2980,2890,2749,2329,1777,1558,1288,979,1030,1198,1606,1396,1291,1216,1114,1111,1156,1360,1408,1471,1498,1492,1573,1615,1621,1567,1534,1363,1345,1336,414.098,5.06,1.2,1.09,0.502342441,0.516,0.253459326,0.635221614,2.08163285,3.371182667,2.487333916,3.117619501,2.893034982,2.936502953,3.856575014,2.690184449,4.450637289,2.682939787,5.377954011,2.791609716,6.674748489,3.284246724,7.02249226,3.400161314,7.196364146,3.552299214,6.979024289,3.617501171,6.63852518,3.603011847,5.624272515,3.798617719,4.291254727,3.900042985,3.762394409,3.914532309,3.110374839,3.784128395,2.364174664,3.704437114,2.487333916,3.291491386,2.893034982,3.248023415,3.878308999,3.226289429,
CPN,2014,14,,C,5.27,5118,2199.524,492.009,477,246.658,218.403,80.05,383.437,778,946,1102,1531,1810,2200,2713,2884,2953,2887,2725,2335,1711,1492,1177,880,946,1117,1537,1441,1360,1306,1195,1201,1240,1396,1408,1453,1504,1522,1675,1711,1699,1651,1585,1432,1426,1450,417.011,5.27,1.18,1.14,0.591490392,0.524,0.191961363,0.919488934,1.86565822,3.455544338,2.268525291,3.261304858,2.642616142,3.131811871,3.671365983,2.865631842,4.340413083,2.880019952,5.275640211,2.973542664,6.505823587,3.347633516,6.915884713,3.376409735,7.081347974,3.484320557,6.923078768,3.60661949,6.534599807,3.649783819,5.599372678,4.016680615,4.103009273,4.103009273,3.57784327,4.074233054,2.822467513,3.959128176,2.110256084,3.80085897,2.268525291,3.433962174,2.678586416,3.419574064,3.685754093,3.477126503,
CPN,2014,15,,C,5.39,5119,2266.241,534.842,535.019,247.823,268.328,119.549,354.203,823,985,1162,1618,1891,2275,2773,2992,3055,2974,2797,2458,1762,1576,1195,922,994,1147,1564,1375,1291,1231,1171,1174,1207,1381,1414,1459,1504,1525,1621,1702,1699,1579,1504,1357,1345,1393,420.096,5.39,1.27,1.27,0.589919923,0.639,0.28457543,0.843147757,1.959076021,3.273061395,2.344702163,3.073107099,2.76603443,2.930282602,3.851500609,2.787458105,4.501352072,2.79459933,5.415428854,2.873152803,6.600872182,3.287343845,7.122181597,3.365897319,7.272147319,3.473015692,7.079334247,3.580134065,6.65800198,3.630122639,5.851043571,3.858641834,4.194279403,4.051454906,3.751523461,4.044313681,2.844587904,3.758664686,2.194736441,3.580134065,2.366125838,3.230214046,2.730328306,3.201649147,3.722958562,3.315908745,
CPN,2014,16,,C,5.16,5120,2169.052,508.073,492.585,272.125,262.975,83.57,389.631,1003,1204,1372,1798,2056,2425,2956,3088,3154,3094,2947,2527,1981,1756,1447,1171,1198,1375,1822,1405,1321,1264,1183,1210,1252,1402,1384,1408,1477,1522,1666,1693,1687,1630,1567,1399,1399,1426,420.043,5.16,1.21,1.17,0.647850339,0.626,0.198955821,0.927597889,2.387850768,3.344895642,2.866373205,3.144916116,3.266332256,3.009215723,4.280514138,2.816378323,4.894736967,2.880657456,5.773218456,2.980647219,7.037374745,3.337753516,7.351628286,3.29490076,7.508755056,3.352037768,7.365912538,3.516306664,7.015948367,3.623438553,6.016050738,3.966260597,4.716183819,4.03053973,4.180524375,4.016255479,3.444885405,3.880555086,2.787809819,3.730570442,2.852088953,3.33061139,3.273474382,3.33061139,4.337651145,3.394890523,
CPN,2014,17,,C,4.73,5122,1986.082,495.009,483,210.343,256.32,115.879,336.482,928,1102,1282,1657,1882,2212,2677,2827,2902,2821,2665,2317,1828,1639,1357,1039,1111,1273,1675,1507,1414,1345,1231,1234,1255,1402,1438,1489,1525,1555,1645,1726,1720,1687,1648,1489,1486,1483,420,4.73,1.18,1.15,0.500816667,0.61,0.275902381,0.801147619,2.20952381,3.588095238,2.623809524,3.366666667,3.052380952,3.202380952,3.945238095,2.930952381,4.480952381,2.938095238,5.266666667,2.988095238,6.373809524,3.338095238,6.730952381,3.423809524,6.90952381,3.545238095,6.716666667,3.630952381,6.345238095,3.702380952,5.516666667,3.916666667,4.352380952,4.10952381,3.902380952,4.095238095,3.230952381,4.016666667,2.473809524,3.923809524,2.645238095,3.545238095,3.030952381,3.538095238,3.988095238,3.530952381,
CPN,2014,18,,C,5.35,5123,2247.969,516.314,543.008,227.13,284.478,0,322.943,598,775,973,1405,1684,2080,2620,2755,2830,2773,2641,2251,1564,1348,1012,691,775,976,1426,1387,1297,1228,1153,1165,1192,1288,1285,1306,1375,1417,1600,1702,1675,1597,1534,1360,1357,1414,420.043,5.35,1.23,1.29,0.540730354,0.677,0,0.768833191,1.423663768,3.302042886,1.845049197,3.087779108,2.316429508,2.923510212,3.344895642,2.744957064,4.009113353,2.773525568,4.951873975,2.837804701,6.237456641,3.066352731,6.558852308,3.059210605,6.737405456,3.109205486,6.601705064,3.273474382,6.287451523,3.373464145,5.358975153,3.809133827,3.723428316,4.051966108,3.209195249,3.987686975,2.409277145,3.801991701,1.645069671,3.652007056,1.845049197,3.237763753,2.323571634,3.230621627,3.394890523,3.366322019,
